tempo_h,0_871,1_860,2_806,3_789,4_707,5_698,6_834,7_852,8_922,9_910
1970-01-01 00:00:00.000000000,870.83,860.45,806.25,788.56,706.8,697.79,833.72,852.3,922.28,910.13
1970-01-01 00:01:40.000000000,883.23,866.59,811.04,791.28,707.03,698.28,839.48,853.68,919.56,911.09
1970-01-01 00:03:20.000000001,881.93,868.0,815.72,797.91,706.6,703.59,841.88,850.48,916.25,900.21
1970-01-01 00:04:59.999999998,880.68,864.1,818.34,797.15,708.79,703.1,843.05,849.91,906.72,905.2
1970-01-01 00:06:39.999999999,878.2,871.0,816.71,798.47,701.81,705.24,838.57,847.9,910.55,901.15
1970-01-01 00:08:20.000000000,880.78,863.57,809.46,793.97,707.18,705.88,832.36,845.97,910.92,906.7
1970-01-01 00:10:00.000000001,874.16,862.12,813.71,799.38,705.93,708.7,836.23,849.55,914.88,907.03
1970-01-01 00:11:39.999999998,873.72,859.9,804.83,797.22,704.29,700.89,839.26,843.8,916.1,904.22
1970-01-01 00:13:19.999999999,881.77,852.88,808.78,801.15,702.92,707.09,832.81,845.8,907.28,904.25
1970-01-01 00:15:00.000000000,879.32,863.21,813.65,799.63,704.76,703.96,832.7,842.36,918.8,912.61
1970-01-01 00:16:40.000000000,871.74,858.29,817.38,800.1,704.67,704.74,843.07,841.91,916.1,908.73
1970-01-01 00:18:20.000000001,879.99,856.4,808.68,798.35,704.23,703.18,836.99,848.06,915.93,907.17
1970-01-01 00:19:59.999999998,876.86,859.79,812.37,796.09,704.5,702.81,831.82,842.6,916.25,903.48
1970-01-01 00:21:39.999999999,873.45,851.5,809.16,807.11,706.81,701.32,840.18,846.41,912.92,907.08
1970-01-01 00:23:20.000000000,879.19,853.78,813.75,795.02,711.79,698.08,831.56,848.52,911.92,907.81
1970-01-01 00:25:00.000000001,875.69,861.16,813.7,794.81,712.35,700.23,832.64,849.51,911.22,901.56
1970-01-01 00:26:39.999999998,880.23,861.52,812.8,800.5,713.33,700.94,834.52,845.44,913.13,906.23
1970-01-01 00:28:19.999999999,881.83,856.44,812.0,808.45,708.64,697.17,833.76,839.86,916.9,907.57
1970-01-01 00:30:00.000000000,872.45,865.96,813.72,809.24,715.57,699.43,834.43,844.53,907.25,908.83
1970-01-01 00:31:40.000000000,882.38,862.65,811.75,800.28,715.33,697.86,840.26,842.21,915.06,909.61
1970-01-01 00:33:20.000000001,882.78,861.52,809.62,802.75,707.8,695.54,839.88,845.2,914.12,910.11
1970-01-01 00:34:59.999999998,877.62,856.66,810.93,801.18,710.23,692.58,835.08,850.27,915.26,905.05
1970-01-01 00:36:39.999999999,876.72,859.74,810.97,799.54,708.52,690.19,835.93,848.22,916.81,912.28
1970-01-01 00:38:20.000000000,881.93,860.18,806.47,801.87,707.53,693.1,838.22,844.62,908.62,911.49
1970-01-01 00:40:00.000000001,884.43,859.38,813.36,802.21,713.36,696.91,833.2,839.47,914.65,912.04
1970-01-01 00:41:39.999999998,882.06,861.11,807.14,807.75,714.33,696.35,841.11,840.92,905.96,911.88
1970-01-01 00:43:19.999999999,892.19,868.17,814.99,805.07,710.67,697.48,830.35,840.52,909.02,910.16
1970-01-01 00:45:00.000000000,885.37,857.87,811.42,808.27,711.5,694.39,836.97,845.92,909.88,911.38
1970-01-01 00:46:40.000000000,893.15,866.54,814.78,806.26,708.87,692.6,843.46,843.12,910.7,908.4
1970-01-01 00:48:20.000000001,896.28,866.7,815.27,814.9,713.26,694.65,836.0,841.1,911.43,909.96
1970-01-01 00:49:59.999999998,896.04,868.55,813.88,809.87,711.99,691.44,834.83,841.42,913.48,912.68
1970-01-01 00:51:39.999999999,890.3,873.57,819.05,814.85,709.79,693.53,836.51,848.48,913.5,910.02
1970-01-01 00:53:20.000000000,893.03,864.03,810.38,808.18,706.13,691.59,833.58,843.9,909.45,907.43
1970-01-01 00:55:00.000000001,899.36,872.21,819.5,815.32,707.43,690.24,839.17,843.49,904.33,907.59
1970-01-01 00:56:39.999999998,889.63,870.98,819.94,817.78,711.18,691.15,840.49,841.77,907.25,914.29
1970-01-01 00:58:19.999999999,891.41,867.64,826.19,813.42,714.71,694.47,833.98,844.95,908.98,916.74
1970-01-01 01:00:00.000000000,890.14,880.78,823.02,821.11,711.48,694.51,832.79,842.14,909.06,911.51
1970-01-01 01:01:40.000000000,885.79,872.31,818.38,815.85,713.23,688.45,833.25,836.69,910.1,909.91
1970-01-01 01:03:20.000000001,884.07,878.83,818.7,819.85,713.18,692.97,830.22,838.56,907.58,906.76
1970-01-01 01:04:59.999999998,892.12,874.06,819.14,813.41,712.33,694.38,836.2,842.45,919.25,909.38
1970-01-01 01:06:39.999999999,881.89,878.3,820.3,814.63,713.15,694.93,832.81,846.37,918.54,907.07
1970-01-01 01:08:20.000000000,885.82,873.83,827.25,813.57,706.65,686.26,831.92,842.47,911.28,906.52
1970-01-01 01:10:00.000000001,883.37,881.14,826.21,809.47,709.67,691.93,828.32,843.97,913.19,899.8
1970-01-01 01:11:39.999999998,880.44,871.1,818.47,804.03,709.65,693.07,831.66,845.46,912.84,904.73
1970-01-01 01:13:19.999999999,883.72,882.38,831.02,804.01,707.81,694.8,836.18,842.89,915.48,904.47
1970-01-01 01:15:00.000000000,886.51,879.58,824.33,812.35,703.81,690.13,834.18,841.65,909.36,909.68
1970-01-01 01:16:40.000000000,887.44,879.7,819.64,809.81,710.02,690.49,837.48,841.98,908.23,907.59
1970-01-01 01:18:20.000000001,891.38,875.65,820.09,806.94,709.56,687.16,834.81,846.69,907.34,907.65
1970-01-01 01:19:59.999999998,890.32,877.98,815.77,808.36,710.39,694.83,839.1,841.7,908.23,909.71
1970-01-01 01:21:39.999999999,884.43,874.81,819.71,809.66,702.85,689.79,838.24,846.52,908.74,908.35
1970-01-01 01:23:20.000000000,886.5,883.29,816.96,804.01,710.03,682.56,835.75,838.14,909.75,907.48
1970-01-01 01:25:00.000000001,882.44,878.82,823.62,799.96,707.8,689.38,835.17,846.34,915.58,910.43
1970-01-01 01:26:39.999999998,891.57,882.5,820.49,803.9,710.43,690.67,841.84,847.07,917.66,908.75
1970-01-01 01:28:19.999999999,884.76,881.41,823.92,803.69,710.06,685.38,843.92,841.67,918.45,904.67
1970-01-01 01:30:00.000000000,888.32,875.63,818.32,796.57,709.43,694.61,838.39,842.31,913.18,904.91
1970-01-01 01:31:40.000000000,881.84,876.55,828.07,801.35,704.1,687.11,838.98,837.82,908.9,907.57
1970-01-01 01:33:20.000000001,882.36,880.97,830.98,802.52,707.6,690.44,836.87,842.56,916.36,912.1
1970-01-01 01:34:59.999999998,885.89,874.37,824.74,801.82,706.57,696.06,837.86,838.25,915.54,907.64
1970-01-01 01:36:39.999999999,879.9,876.13,824.52,803.38,707.91,685.06,842.02,839.79,919.67,900.48
1970-01-01 01:38:20.000000000,881.36,875.06,824.1,800.46,710.18,689.89,838.5,835.86,912.51,908.44
1970-01-01 01:40:00.000000001,885.42,866.95,826.21,802.87,704.79,693.23,837.83,841.23,912.98,905.48
1970-01-01 01:41:39.999999998,887.92,871.07,821.68,801.82,714.48,697.95,845.15,838.96,910.32,909.02
1970-01-01 01:43:19.999999999,881.21,861.76,817.9,799.65,713.29,687.82,841.45,839.57,909.33,902.5
1970-01-01 01:45:00.000000000,885.08,855.15,822.09,799.4,706.91,688.94,845.67,839.95,915.53,908.83
1970-01-01 01:46:40.000000000,880.52,865.99,814.6,798.86,704.98,691.64,843.94,839.56,901.34,902.39
1970-01-01 01:48:20.000000001,882.38,862.95,811.4,796.77,708.19,687.7,843.64,841.19,913.6,904.34
1970-01-01 01:49:59.999999998,887.07,860.33,813.73,798.01,706.74,697.47,847.92,836.66,910.06,905.64
1970-01-01 01:51:39.999999999,888.53,862.19,815.34,804.56,708.39,693.44,848.5,833.81,911.9,905.27
1970-01-01 01:53:20.000000000,888.7,861.95,814.97,798.54,704.59,690.08,848.38,836.07,907.71,901.9
1970-01-01 01:55:00.000000001,884.09,864.07,821.08,800.26,706.02,693.55,849.86,837.06,912.83,902.1
1970-01-01 01:56:39.999999998,880.06,860.71,814.94,804.63,709.0,694.17,844.16,833.37,911.78,900.7
1970-01-01 01:58:19.999999999,886.34,858.12,813.47,798.78,708.46,691.48,838.0,832.71,917.39,910.74
1970-01-01 02:00:00.000000000,879.69,852.65,807.6,807.39,709.96,692.73,843.06,839.59,923.81,904.43
1970-01-01 02:01:40.000000000,883.04,863.69,813.01,799.09,707.59,691.73,845.49,841.69,922.45,910.72
1970-01-01 02:03:20.000000001,888.57,854.25,815.95,799.72,708.9,689.61,839.79,831.63,919.56,905.15
1970-01-01 02:04:59.999999998,885.12,859.05,808.6,802.26,712.99,697.09,834.24,837.13,930.42,905.45
1970-01-01 02:06:39.999999999,881.48,856.29,814.4,806.82,710.74,688.3,838.9,835.6,915.97,900.68
1970-01-01 02:08:20.000000000,878.64,856.81,815.9,807.68,714.95,691.54,838.08,832.75,924.45,898.13
1970-01-01 02:10:00.000000001,884.01,859.45,821.0,802.26,712.66,689.39,834.8,839.76,913.43,903.19
1970-01-01 02:11:39.999999998,880.93,854.41,817.44,802.53,706.8,693.63,841.33,837.31,916.44,897.16
1970-01-01 02:13:19.999999999,880.99,851.55,813.75,802.97,705.2,689.91,842.64,837.81,919.07,895.04
1970-01-01 02:15:00.000000000,879.04,855.83,817.41,798.47,701.9,691.26,835.77,836.93,919.96,896.07
1970-01-01 02:16:40.000000000,880.53,857.22,812.67,804.64,698.51,686.34,837.62,840.43,915.3,899.94
1970-01-01 02:18:20.000000001,882.74,858.69,817.58,801.77,708.37,691.38,834.9,835.79,917.8,898.39
1970-01-01 02:19:59.999999998,888.27,852.82,818.55,804.22,708.08,691.49,831.02,833.74,914.46,899.78
1970-01-01 02:21:39.999999999,883.12,860.01,818.8,806.76,703.22,688.91,831.97,840.19,916.09,896.95
1970-01-01 02:23:20.000000000,883.32,858.74,811.89,805.28,709.66,692.08,836.3,835.64,914.86,899.99
1970-01-01 02:25:00.000000001,882.83,855.18,818.93,805.16,707.03,685.71,837.45,835.96,915.89,903.73
1970-01-01 02:26:39.999999998,883.89,859.22,813.64,807.66,707.17,690.96,838.57,837.5,915.2,903.14
1970-01-01 02:28:19.999999999,880.94,852.62,816.3,805.75,700.43,689.56,838.88,837.54,921.09,898.52
1970-01-01 02:30:00.000000000,880.79,860.26,816.71,811.45,699.96,692.09,838.03,833.18,919.75,899.62
1970-01-01 02:31:40.000000000,878.29,853.21,813.17,807.72,707.51,688.33,836.46,839.24,920.0,902.55
1970-01-01 02:33:20.000000001,884.3,865.2,814.43,807.93,705.19,694.19,847.12,842.99,918.25,897.75
1970-01-01 02:34:59.999999998,883.9,859.69,808.35,799.93,704.25,693.46,840.2,832.54,913.56,900.36
1970-01-01 02:36:39.999999999,877.48,859.9,815.34,806.12,706.25,698.44,840.7,837.38,912.85,901.24
1970-01-01 02:38:20.000000000,883.27,868.04,812.58,804.39,705.32,692.21,839.77,831.67,913.6,898.08
1970-01-01 02:40:00.000000001,872.18,866.67,813.02,803.29,702.77,694.58,843.18,834.31,913.64,898.09
1970-01-01 02:41:39.999999998,877.66,865.96,816.32,803.08,706.37,690.36,846.89,837.64,911.34,894.63
1970-01-01 02:43:19.999999999,878.78,867.92,815.48,802.8,702.43,693.07,837.67,836.04,913.32,901.25
1970-01-01 02:45:00.000000000,881.36,862.29,818.75,804.8,702.56,694.58,839.19,834.26,915.83,898.76
1970-01-01 02:46:40.000000000,883.85,865.94,819.63,804.49,709.32,691.73,846.3,838.31,910.07,899.64
1970-01-01 02:48:20.000000001,885.18,860.1,815.04,805.4,704.5,691.46,846.58,838.67,913.19,900.85
1970-01-01 02:49:59.999999998,884.37,862.55,810.39,815.81,707.84,691.74,843.47,841.81,914.06,897.51
1970-01-01 02:51:39.999999999,882.88,862.04,814.8,814.75,705.97,695.25,841.02,835.8,905.33,904.51
1970-01-01 02:53:20.000000000,884.26,865.61,821.63,807.91,702.31,697.11,832.83,833.7,911.58,898.83
1970-01-01 02:55:00.000000001,883.86,858.85,818.91,809.99,706.79,696.39,837.32,840.57,918.07,903.31
1970-01-01 02:56:39.999999998,882.51,858.44,819.25,811.75,705.32,693.6,834.62,838.52,918.08,897.2
1970-01-01 02:58:19.999999999,885.5,855.0,816.61,810.53,707.66,693.2,833.72,845.46,916.37,897.04
1970-01-01 03:00:00.000000000,889.14,853.49,820.63,814.8,708.45,694.53,829.83,840.57,918.49,894.87
1970-01-01 03:01:40.000000000,889.74,849.0,821.81,814.41,706.6,689.23,826.32,849.2,912.69,893.25
1970-01-01 03:03:20.000000001,883.92,853.87,813.26,810.96,707.83,695.14,829.59,852.24,911.17,898.82
1970-01-01 03:04:59.999999998,883.15,858.43,819.5,812.72,705.21,693.1,829.73,847.79,911.41,895.32
1970-01-01 03:06:39.999999999,885.48,853.14,812.88,806.13,703.72,695.26,825.76,846.86,912.15,890.04
1970-01-01 03:08:20.000000000,885.65,854.12,814.0,808.48,698.37,694.09,830.75,850.72,904.35,890.09
1970-01-01 03:10:00.000000001,890.74,853.76,811.79,807.98,700.09,693.02,834.75,851.29,908.44,890.88
1970-01-01 03:11:39.999999998,894.92,847.97,813.19,811.6,704.27,692.32,826.99,846.01,908.92,893.49
1970-01-01 03:13:19.999999999,896.6,853.79,808.52,810.93,706.04,696.28,828.48,848.87,908.46,904.41
1970-01-01 03:15:00.000000000,894.01,857.08,814.1,808.39,699.78,696.37,824.39,848.32,907.79,898.84
1970-01-01 03:16:40.000000000,892.69,850.54,812.84,810.44,702.62,694.72,826.91,852.24,912.4,897.53
1970-01-01 03:18:20.000000001,891.21,853.81,810.13,811.4,701.76,695.49,823.74,847.0,905.0,896.75
1970-01-01 03:19:59.999999998,887.92,850.31,814.09,814.36,698.16,692.55,825.14,849.32,908.8,900.73
1970-01-01 03:21:39.999999999,889.18,850.47,815.04,803.43,698.49,698.32,827.49,848.23,914.62,897.43
1970-01-01 03:23:20.000000000,888.8,852.63,815.86,804.99,702.2,702.74,821.59,849.31,908.29,896.11
1970-01-01 03:25:00.000000001,887.11,859.65,815.28,800.21,704.44,694.65,825.94,847.38,901.98,898.06
1970-01-01 03:26:39.999999998,884.19,853.65,808.13,802.41,698.9,701.7,821.68,850.06,906.54,890.54
1970-01-01 03:28:19.999999999,888.11,849.12,810.3,803.32,699.61,696.82,824.61,839.95,906.1,897.75
1970-01-01 03:30:00.000000000,879.67,847.02,818.91,802.0,700.5,692.86,826.26,845.81,905.59,900.56
1970-01-01 03:31:40.000000000,878.67,852.57,817.42,806.27,703.35,696.99,825.27,848.01,909.47,898.02
1970-01-01 03:33:20.000000001,878.5,847.72,813.0,800.25,700.24,698.05,823.3,844.64,903.07,899.17
1970-01-01 03:34:59.999999998,880.41,852.1,808.5,797.72,703.38,700.4,824.38,841.45,905.4,898.25
1970-01-01 03:36:39.999999999,880.49,849.42,814.41,798.35,700.7,701.23,825.09,844.04,908.53,900.19
1970-01-01 03:38:20.000000000,878.79,850.8,816.82,795.73,698.84,698.8,828.06,842.94,911.02,898.47
1970-01-01 03:40:00.000000001,878.52,851.43,821.74,798.68,706.25,698.91,831.38,850.44,906.55,897.41
1970-01-01 03:41:39.999999998,879.27,848.47,824.8,797.22,699.58,701.86,829.98,842.33,902.03,895.65
1970-01-01 03:43:19.999999999,881.53,851.68,819.93,802.51,701.98,695.51,824.13,842.41,902.53,891.87
1970-01-01 03:45:00.000000000,883.44,853.58,819.58,800.84,698.99,697.18,827.04,852.72,906.14,895.71
1970-01-01 03:46:40.000000000,872.71,856.39,817.83,798.24,702.59,699.27,822.17,853.38,912.63,898.17
1970-01-01 03:48:20.000000001,878.64,855.54,816.82,796.7,698.0,701.29,826.4,849.67,900.84,898.1
1970-01-01 03:49:59.999999998,873.41,853.18,821.34,798.65,701.03,697.63,828.36,850.35,905.8,893.16
1970-01-01 03:51:39.999999999,874.04,862.4,812.89,800.42,703.84,696.03,837.53,848.74,899.18,894.74
1970-01-01 03:53:20.000000000,870.98,859.93,815.71,800.34,699.3,696.22,833.57,846.82,907.07,901.72
1970-01-01 03:55:00.000000001,874.75,865.18,813.56,800.25,697.47,701.46,831.74,847.34,903.76,896.43
1970-01-01 03:56:39.999999998,870.3,869.44,808.21,793.55,699.66,694.62,837.09,847.39,906.07,895.56
1970-01-01 03:58:19.999999999,872.6,871.35,815.25,792.35,695.87,696.69,838.48,846.94,911.17,894.01
1970-01-01 04:00:00.000000000,868.91,868.36,808.53,788.91,700.38,691.29,837.2,848.09,906.99,893.99
1970-01-01 04:01:40.000000000,870.51,859.78,818.36,791.68,700.48,690.46,838.29,841.6,896.49,892.29
1970-01-01 04:03:20.000000001,864.1,858.06,817.13,791.99,700.64,694.28,835.18,840.87,907.59,896.92
1970-01-01 04:04:59.999999998,865.1,867.5,815.08,797.36,702.22,690.41,835.46,840.97,909.06,901.68
1970-01-01 04:06:39.999999999,866.97,864.63,813.13,799.32,699.2,687.27,836.06,839.57,904.88,896.98
1970-01-01 04:08:20.000000000,876.14,859.81,811.22,790.4,698.09,691.99,834.68,841.27,907.37,896.21
1970-01-01 04:10:00.000000001,870.52,867.97,815.61,791.87,702.35,698.49,831.96,839.56,903.66,893.18
1970-01-01 04:11:39.999999998,868.09,863.61,818.31,790.91,697.5,695.74,832.44,834.29,913.12,897.83
1970-01-01 04:13:19.999999999,870.79,867.29,821.85,794.58,697.96,690.18,828.31,835.28,899.55,897.62
1970-01-01 04:15:00.000000000,869.49,864.95,815.2,791.65,696.26,695.81,831.84,839.64,904.53,894.48
1970-01-01 04:16:40.000000000,872.78,862.56,817.98,793.43,693.96,688.54,829.11,838.6,906.96,900.6
1970-01-01 04:18:20.000000001,867.48,857.37,805.57,794.26,695.26,690.13,833.5,834.13,908.01,900.88
1970-01-01 04:19:59.999999998,869.86,854.69,809.3,791.59,693.57,688.57,832.98,838.99,900.28,895.55
1970-01-01 04:21:39.999999999,866.92,856.55,814.65,792.52,698.66,688.98,826.94,832.99,903.07,898.45
1970-01-01 04:23:20.000000000,866.02,855.24,809.38,792.47,697.8,686.88,831.08,835.75,900.83,892.31
1970-01-01 04:25:00.000000001,871.48,854.99,808.55,787.53,697.96,685.16,823.19,831.43,897.71,905.2
1970-01-01 04:26:39.999999998,871.0,852.93,804.61,791.29,699.05,682.46,833.51,829.53,902.55,893.64
1970-01-01 04:28:19.999999999,876.96,850.26,806.86,789.71,695.21,683.17,833.28,826.29,908.1,897.28
1970-01-01 04:30:00.000000000,869.22,850.63,809.3,785.03,698.06,684.93,830.67,825.15,904.78,898.59
1970-01-01 04:31:40.000000000,868.78,855.03,806.06,788.68,697.12,686.89,832.83,828.83,906.67,898.15
1970-01-01 04:33:20.000000001,874.03,849.13,807.69,792.25,702.74,682.14,831.2,830.59,902.54,895.7
1970-01-01 04:34:59.999999998,870.19,850.88,803.35,792.37,698.16,682.59,830.56,836.96,900.57,901.65
1970-01-01 04:36:39.999999999,870.2,851.07,799.52,787.4,694.52,679.3,825.77,830.51,909.06,900.23
1970-01-01 04:38:20.000000000,871.89,848.55,798.12,789.81,698.67,684.24,833.67,828.42,903.28,898.16
1970-01-01 04:40:00.000000001,873.63,851.52,802.13,788.84,691.82,679.62,831.0,831.64,902.64,902.67
1970-01-01 04:41:39.999999998,870.65,852.53,803.06,796.66,697.51,686.52,833.85,826.91,899.61,902.73
1970-01-01 04:43:19.999999999,876.01,843.29,809.19,792.25,698.55,681.52,834.84,833.62,909.86,901.17
1970-01-01 04:45:00.000000000,868.15,845.58,798.83,786.63,695.21,680.84,831.72,828.93,902.94,898.0
1970-01-01 04:46:40.000000000,869.61,842.95,801.38,795.94,692.95,683.37,835.05,829.5,899.22,899.35
1970-01-01 04:48:20.000000001,870.69,844.38,801.23,794.7,692.13,689.68,835.18,834.56,899.54,905.33
1970-01-01 04:49:59.999999998,882.2,843.09,798.91,788.05,694.76,682.47,834.39,830.28,899.47,900.37
1970-01-01 04:51:39.999999999,874.78,850.52,805.68,794.15,696.24,685.62,834.58,827.66,889.97,903.28
1970-01-01 04:53:20.000000000,875.64,844.03,799.75,793.49,696.64,686.72,835.0,832.63,896.99,901.78
1970-01-01 04:55:00.000000001,883.0,846.06,804.16,788.12,691.26,686.52,834.58,832.7,901.35,903.58
1970-01-01 04:56:39.999999998,872.2,843.56,795.9,792.53,696.19,686.74,835.71,832.63,895.04,900.2
1970-01-01 04:58:19.999999999,873.27,844.29,801.06,789.82,696.71,689.43,842.14,829.77,899.83,902.21
1970-01-01 05:00:00.000000000,865.97,844.25,798.15,790.17,690.59,690.04,840.86,833.07,903.61,904.65
1970-01-01 05:01:40.000000000,869.11,842.21,795.21,788.39,696.9,688.15,843.04,830.63,897.77,894.34
1970-01-01 05:03:20.000000001,871.27,843.95,795.55,785.95,689.7,683.79,840.35,830.97,894.42,899.9
1970-01-01 05:04:59.999999998,863.5,841.09,798.37,788.16,693.54,688.88,833.03,827.75,888.9,902.0
1970-01-01 05:06:39.999999999,870.43,843.33,794.76,784.69,695.51,685.3,835.21,825.84,899.99,900.18
1970-01-01 05:08:20.000000000,859.6,840.1,793.46,781.92,690.66,682.36,835.84,826.89,898.13,902.75
1970-01-01 05:10:00.000000001,860.13,840.41,797.71,789.18,697.34,683.77,830.49,825.81,902.89,894.71
1970-01-01 05:11:39.999999998,865.85,840.47,803.49,784.3,695.54,680.15,833.15,828.73,898.41,898.09
1970-01-01 05:13:19.999999999,859.5,844.08,803.96,785.13,696.02,686.26,830.16,830.69,890.72,893.35
1970-01-01 05:15:00.000000000,864.35,839.52,798.97,782.51,694.32,686.18,833.42,827.87,896.51,896.54
1970-01-01 05:16:40.000000000,859.49,845.86,796.39,781.39,697.13,687.49,826.59,825.25,897.55,892.52
1970-01-01 05:18:20.000000001,862.63,852.46,797.5,785.26,695.51,689.3,830.96,828.15,889.6,896.98
1970-01-01 05:19:59.999999998,866.61,842.0,800.8,784.07,690.14,684.72,823.32,827.34,895.22,896.19
1970-01-01 05:21:39.999999999,869.65,855.63,798.55,784.56,694.81,689.27,827.57,832.94,896.04,894.58
1970-01-01 05:23:20.000000000,864.31,849.57,797.37,780.05,692.01,680.45,829.01,824.68,899.32,898.62
1970-01-01 05:25:00.000000001,867.99,845.42,803.32,777.2,697.38,681.69,823.24,827.78,891.95,896.88
1970-01-01 05:26:39.999999998,867.33,848.25,804.25,783.46,694.75,685.93,828.11,830.32,897.28,895.85
1970-01-01 05:28:19.999999999,863.58,852.46,804.56,780.7,694.24,685.07,826.02,827.42,895.82,890.76
1970-01-01 05:30:00.000000000,869.87,859.99,800.28,780.12,692.25,683.8,826.56,830.1,892.08,892.05
1970-01-01 05:31:40.000000000,869.88,862.42,803.22,778.94,693.18,684.54,828.19,824.92,891.53,894.07
1970-01-01 05:33:20.000000001,873.39,857.79,798.23,786.52,696.2,685.58,827.45,828.79,892.96,887.27
1970-01-01 05:34:59.999999998,858.48,853.96,798.28,783.16,694.85,680.19,827.33,827.04,885.87,884.46
1970-01-01 05:36:39.999999999,865.67,859.15,792.75,781.92,697.11,685.31,829.99,830.15,892.29,884.55
1970-01-01 05:38:20.000000000,865.02,860.25,803.49,783.55,693.09,683.36,831.5,825.14,887.95,882.72
1970-01-01 05:40:00.000000001,864.35,856.55,804.28,783.52,696.73,682.55,831.07,832.57,884.68,882.14
1970-01-01 05:41:39.999999998,868.24,863.18,803.46,788.04,694.79,685.46,834.44,833.73,888.6,882.08
1970-01-01 05:43:19.999999999,862.54,859.23,800.05,788.65,694.91,678.34,831.1,826.91,885.57,886.17
1970-01-01 05:45:00.000000000,865.32,861.04,793.37,789.49,690.73,679.69,829.33,831.97,889.0,887.56
1970-01-01 05:46:40.000000000,862.53,858.17,790.58,793.51,693.19,683.1,834.7,825.59,893.68,889.1
1970-01-01 05:48:20.000000001,865.93,856.74,790.8,792.88,690.99,683.13,830.05,826.47,893.16,882.29
1970-01-01 05:49:59.999999998,864.21,849.47,800.0,795.79,694.72,679.95,837.44,829.15,892.89,882.63
1970-01-01 05:51:39.999999999,865.68,842.37,796.08,793.25,690.26,683.01,832.45,825.59,894.42,885.87
1970-01-01 05:53:20.000000000,864.86,843.76,798.08,793.75,695.35,682.09,836.23,829.29,892.41,875.35
1970-01-01 05:55:00.000000001,867.81,845.52,795.77,795.78,695.83,682.22,832.91,830.1,889.57,889.19
1970-01-01 05:56:39.999999998,862.07,843.13,792.62,791.35,688.25,677.5,830.67,824.9,887.42,877.84
1970-01-01 05:58:19.999999999,864.73,848.99,789.29,795.13,686.93,679.76,831.21,831.26,894.47,884.2
1970-01-01 06:00:00.000000000,866.14,850.87,795.82,795.49,695.21,680.39,832.64,829.63,892.93,887.0
1970-01-01 06:01:40.000000000,866.16,858.13,792.76,796.3,690.94,682.78,832.03,831.17,890.95,882.61
1970-01-01 06:03:20.000000001,862.98,856.5,792.1,792.47,689.99,679.79,833.98,838.64,889.69,884.95
1970-01-01 06:04:59.999999998,865.88,861.72,796.18,784.79,689.5,683.02,833.6,830.9,887.85,880.08
1970-01-01 06:06:39.999999999,867.56,865.54,793.14,789.18,690.79,682.75,829.56,829.37,891.66,877.78
1970-01-01 06:08:20.000000000,873.06,857.9,796.4,794.86,692.17,679.11,831.52,835.21,887.51,877.32
1970-01-01 06:10:00.000000001,868.34,864.54,791.1,792.87,688.02,677.49,826.89,834.15,889.02,879.52
1970-01-01 06:11:39.999999998,866.52,864.16,798.91,792.63,690.89,675.56,826.68,829.1,885.9,884.89
1970-01-01 06:13:19.999999999,868.99,861.7,799.17,791.59,686.78,676.83,827.23,835.12,890.02,873.74
1970-01-01 06:15:00.000000000,871.2,853.62,794.7,789.27,693.81,679.06,819.42,825.12,885.97,884.4
1970-01-01 06:16:40.000000000,868.89,857.56,801.09,789.96,689.93,678.74,817.05,825.58,886.01,877.49
1970-01-01 06:18:20.000000001,874.11,858.85,796.42,794.84,688.19,677.72,821.28,830.97,888.98,879.28
1970-01-01 06:19:59.999999998,870.04,852.98,788.95,785.34,691.57,681.85,815.58,825.22,887.43,881.26
1970-01-01 06:21:39.999999999,870.15,849.27,790.67,788.82,689.5,684.79,817.8,826.89,885.99,878.32
1970-01-01 06:23:20.000000000,873.96,841.69,796.33,794.39,686.43,682.03,820.63,830.86,882.96,878.52
1970-01-01 06:25:00.000000001,866.69,849.26,794.09,785.27,692.47,682.11,821.63,833.73,884.96,875.47
1970-01-01 06:26:39.999999998,871.0,847.5,794.6,784.86,688.73,681.48,821.27,828.01,886.96,880.61
1970-01-01 06:28:19.999999999,869.83,844.56,792.68,781.26,690.54,684.3,820.56,835.72,887.71,878.48
1970-01-01 06:30:00.000000000,862.74,845.96,797.52,786.58,686.12,682.84,817.97,833.43,889.82,882.63
1970-01-01 06:31:40.000000000,857.04,849.07,796.33,783.53,694.32,681.27,818.19,831.63,884.74,876.21
1970-01-01 06:33:20.000000001,860.84,847.25,793.37,787.15,691.65,683.71,809.34,827.14,883.43,878.16
1970-01-01 06:34:59.999999998,861.69,855.37,792.72,785.75,694.58,681.58,814.93,830.3,886.85,876.18
1970-01-01 06:36:39.999999999,861.48,852.37,793.53,784.11,691.35,681.04,810.7,830.45,884.81,879.22
1970-01-01 06:38:20.000000000,860.7,854.64,793.09,782.3,690.62,688.49,812.76,830.55,886.67,874.73
1970-01-01 06:40:00.000000001,857.44,848.51,793.3,779.07,697.06,678.79,820.87,834.33,884.86,872.83
1970-01-01 06:41:39.999999998,854.44,851.14,799.88,789.96,697.01,685.05,814.25,836.08,888.34,878.97
1970-01-01 06:43:19.999999999,861.31,852.5,793.46,787.37,695.61,679.96,818.09,840.12,882.56,877.46
1970-01-01 06:45:00.000000000,854.87,857.97,799.38,785.29,693.19,679.07,814.14,834.76,881.38,878.84
